phone,score,status,first_seen,last_seen,age_days,seen_runs,independent_spam_groups,safe_groups,best_evidence,max_source_weight,reasons
919896017,99.8,BLOCK,2026-08-31T21:32:23+00:00,2026-09-14T20:22:20+00:00,7,15,2,0,explicit_spam,0.95,"max_source_weight=0.95 -> 42.8 | best_evidence=explicit_spam -> +25.0 | independent_spam_groups=2 -> +12.0 | seen_runs=15 -> +12.0 | age_days=7 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
911875004,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
911899005,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
911984978,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
912104830,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
912867203,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
912868931,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
913700001,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
914951089,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
915026060,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
915124515,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
915199062,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
917376593,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
918055652,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
918288510,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
918371554,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
919011205,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
919199477,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
919978535,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
919991949,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
928338700,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
928503532,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
930141587,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
931710961,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
931770578,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
931997009,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
932200691,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
932203731,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
935656034,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
938490280,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
938614713,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
941286659,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
946090346,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
946856279,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
948786862,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
948985578,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
951553677,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
952915800,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
956107997,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
958050200,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
960254531,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
960259627,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
960624326,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
961360874,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
963112114,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
963118443,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
963118460,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
963979458,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
967979532,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
971497815,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
976695198,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
979691591,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
983359934,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
984290020,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
985652300,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
987795166,31.2,OBSERVE,2026-08-25T20:48:08+00:00,2026-09-21T20:29:27+00:00,0,28,1,0,discovery,0.25,"max_source_weight=0.25 -> 11.2 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=28 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
601642346,29.0,OBSERVE,2026-09-15T19:45:50+00:00,2026-09-21T20:29:27+00:00,0,7,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=7 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
602362636,29.0,OBSERVE,2026-09-12T18:28:48+00:00,2026-09-21T20:29:27+00:00,0,10,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=10 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
602809869,29.0,OBSERVE,2026-09-12T18:28:48+00:00,2026-09-21T20:29:27+00:00,0,10,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=10 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
604228936,29.0,OBSERVE,2026-09-12T18:28:48+00:00,2026-09-21T20:29:27+00:00,0,10,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=10 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
604809024,29.0,OBSERVE,2026-09-14T20:22:20+00:00,2026-09-21T20:29:27+00:00,0,8,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=8 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
605665897,29.0,OBSERVE,2026-09-01T19:28:04+00:00,2026-09-14T20:22:20+00:00,7,14,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=14 -> +12.0 | age_days=7 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
606032479,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
606194416,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
606257864,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-20T18:53:27+00:00,1,11,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=11 -> +12.0 | age_days=1 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
606683805,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
606701723,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-20T18:53:27+00:00,1,11,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=11 -> +12.0 | age_days=1 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
606842916,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608000096,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608100101,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608149933,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608215880,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608364780,29.0,OBSERVE,2026-09-13T18:51:40+00:00,2026-09-21T20:29:27+00:00,0,9,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=9 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608495844,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608523721,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608813216,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-20T18:53:27+00:00,1,11,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=11 -> +12.0 | age_days=1 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608869113,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608885169,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-20T18:53:27+00:00,1,11,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=11 -> +12.0 | age_days=1 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
608935547,29.0,OBSERVE,2026-09-10T19:11:24+00:00,2026-09-21T20:29:27+00:00,0,12,1,0,discovery,0.20,"max_source_weight=0.20 -> 9.0 | best_evidence=discovery -> +0.0 | independent_spam_groups=1 -> +0.0 | seen_runs=12 -> +12.0 | age_days=0 -> recency +8.0, stale 0.0 | safe_groups=0 -> 0.0"
